#{"t_start": 1696907060.4400942, "env_id": "ALE/Breakout-v5"}
r,l,t
3.0,35,38407.345374
1.0,12,38407.444373
5.0,49,38407.832816
1.0,12,38407.932304
1.0,12,38408.028617
1.0,12,38408.111619
2.0,23,38408.306078
1.0,12,38408.393427
1.0,17,38408.552535
3.0,42,38408.848507
2.0,24,38409.02003
10.0,100,38409.772585
1.0,17,38409.893657
3.0,37,38410.16094
1.0,12,38410.249061
4.0,43,38410.565434
10.0,100,38411.389203
2.0,25,38411.568279
1.0,12,38411.653278
4.0,41,38411.971287
2.0,30,38412.18429
1.0,12,38412.28929
6.0,53,38412.734937
5.0,49,38413.083895
1.0,13,38413.188965
1.0,10,38413.273149
4.0,41,38413.59408
1.0,12,38413.681081
3.0,37,38413.944963
3.0,42,38414.270539
4.0,38,38414.57739
4.0,41,38414.908804
1.0,12,38415.022339
1.0,17,38415.144341
3.0,41,38415.469336
3.0,37,38415.729894
2.0,24,38415.929023
1.0,12,38416.025024
5.0,48,38416.393027
1.0,12,38416.490848
1.0,12,38416.60467
4.0,41,38416.903284
1.0,12,38416.992935
2.0,24,38417.175248
1.0,12,38417.273706
1.0,13,38417.367499
4.0,41,38417.68995
2.0,20,38417.869008
1.0,17,38417.990186
5.0,48,38418.369153
1.0,12,38418.454159
1.0,12,38418.550705
5.0,48,38418.910471
1.0,12,38418.998277
1.0,13,38419.10049
1.0,10,38419.206002
1.0,12,38419.326081
4.0,41,38419.627834
1.0,17,38419.770715
3.0,37,38420.045144
1.0,17,38420.186145
4.0,41,38420.496325
1.0,12,38420.59269
5.0,49,38420.938859
3.0,32,38421.175454
1.0,13,38421.266689
6.0,57,38421.752991
1.0,12,38421.873017
4.0,42,38422.178019
3.0,37,38422.445021
3.0,42,38422.740535
8.0,76,38423.334876
1.0,12,38423.431826
3.0,37,38423.708143
4.0,42,38424.020329
1.0,12,38424.107403
1.0,12,38424.210404
5.0,48,38424.561226
1.0,12,38424.679601
5.0,47,38425.045076
1.0,13,38425.147934
4.0,41,38425.505584
1.0,12,38425.593585
4.0,43,38425.888223
2.0,24,38426.070225
2.0,24,38426.245296
1.0,12,38426.355296
1.0,12,38426.450911
5.0,48,38426.835458
4.0,38,38427.128304
5.0,47,38427.48805
4.0,41,38427.816225
1.0,12,38427.913526
1.0,16,38428.028527
1.0,12,38428.123272
1.0,12,38428.208755
7.0,59,38428.688696
2.0,29,38428.894235
2.0,18,38429.023309
1.0,17,38429.153108
1.0,12,38429.239111
8.0,76,38429.842315
1.0,12,38429.937317
3.0,37,38430.259389
1.0,12,38430.359464
1.0,12,38430.454976
6.0,57,38430.8925
1.0,12,38431.007645
4.0,42,38431.344723
1.0,12,38431.446237
1.0,12,38431.533016
7.0,64,38432.013683
1.0,12,38432.133685
5.0,48,38432.475361
1.0,12,38432.572484
1.0,12,38432.667487
1.0,12,38432.776465
7.0,64,38433.276874
1.0,12,38433.3744
3.0,37,38433.670301
3.0,34,38433.921228
6.0,57,38434.368807
4.0,42,38434.659071
1.0,17,38434.788072
1.0,12,38434.910074
4.0,43,38435.217233
1.0,12,38435.321232
1.0,12,38435.418028
4.0,41,38435.726541
1.0,17,38435.874581
5.0,49,38436.223583
11.0,113,38437.117413
1.0,12,38437.213464
2.0,24,38437.390752
0.0,5,38437.432753
1.0,12,38437.530936
4.0,41,38437.88386
1.0,17,38438.012932
1.0,12,38438.096933
3.0,37,38438.355967
1.0,12,38438.442967
7.0,64,38439.007104
2.0,24,38439.174478
1.0,12,38439.262479
4.0,42,38439.563556
3.0,34,38439.831555
4.0,46,38440.225999
1.0,12,38440.316999
5.0,49,38440.662328
1.0,12,38440.767573
4.0,41,38441.097164
2.0,24,38441.300322
4.0,41,38441.621255
1.0,12,38441.709985
3.0,37,38441.97613
1.0,12,38442.083557
7.0,64,38442.597669
4.0,42,38442.895823
1.0,12,38443.004907
4.0,42,38443.295442
1.0,12,38443.389443
10.0,100,38444.181325
1.0,12,38444.304533
3.0,33,38444.571552
1.0,12,38444.668636
4.0,42,38444.959878
8.0,78,38445.56233
1.0,12,38445.669331
3.0,37,38445.931968
1.0,12,38446.021041
2.0,30,38446.242439
2.0,24,38446.427944
1.0,12,38446.54655
2.0,20,38446.696456
1.0,12,38446.784457
1.0,13,38446.886814
7.0,59,38447.358278
1.0,12,38447.448353
1.0,17,38447.568354
5.0,48,38447.944368
1.0,13,38448.034363
1.0,12,38448.140383
5.0,48,38448.509755
4.0,37,38448.78111
1.0,13,38448.893927
1.0,10,38448.967929
12.0,118,38449.852533
2.0,24,38450.027534
1.0,12,38450.124535
1.0,12,38450.221536
4.0,49,38450.613259
1.0,12,38450.720768
7.0,64,38451.174116
1.0,12,38451.371703
3.0,37,38451.712226
0.0,3,38451.743226
9.0,88,38456.130559
3.0,28,38456.353862
0.0,3,38456.382862
2.0,30,38456.582936
2.0,19,38456.76856
10.0,101,38461.453259
2.0,20,38461.624741
6.0,55,38466.497384
1.0,12,38466.574457
0.0,3,38466.60666
6.0,57,38467.050006
2.0,22,38467.195739
1.0,17,38471.463238
1.0,17,38471.57424
0.0,3,38471.598239
11.0,112,38477.45872
1.0,16,38477.603643
0.0,3,38477.633643
6.0,51,38478.032544
1.0,12,38478.158408
9.0,89,38482.816559
2.0,30,38483.033667
2.0,30,38483.263353
4.0,42,38486.948817
1.0,12,38487.049595
4.0,38,38487.332845
0.0,3,38487.359846
2.0,24,38487.533865
0.0,3,38487.68194
0.0,3,38487.713011
9.0,88,38492.860375
3.0,37,38493.193707
4.0,36,38497.219576
1.0,12,38497.310577
3.0,42,38497.67874
8.0,76,38503.496826
1.0,17,38503.624182
1.0,15,38503.732794
3.0,33,38504.014223
0.0,4,38504.047608
5.0,51,38504.434132
5.0,44,38508.91227
3.0,35,38509.156378
6.0,54,38514.089249
3.0,34,38514.330252
2.0,24,38514.510522
4.0,37,38514.762743
3.0,37,38519.553092
3.0,36,38519.801426
1.0,12,38519.915459
3.0,36,38520.205309
2.0,24,38520.364379
3.0,36,38524.521888
3.0,38,38524.862958
0.0,5,38524.903494
4.0,41,38525.195587
1.0,17,38525.323026
3.0,33,38529.911788
5.0,52,38530.363697
1.0,10,38530.608701
0.0,5,38530.662708
1.0,12,38530.7417
2.0,24,38530.929551
1.0,12,38531.056237
1.0,12,38531.186416
7.0,64,38536.178166
3.0,33,38536.415113
0.0,4,38536.446503
0.0,3,38536.473991
4.0,49,38540.959396
2.0,24,38541.137545
0.0,3,38541.166545
0.0,3,38541.195618
2.0,20,38541.33756
4.0,42,38541.675203
9.0,88,38546.216255
4.0,41,38546.520747
1.0,12,38546.615748
3.0,36,38551.481587
3.0,42,38551.829473
3.0,41,38552.179667
2.0,20,38556.73169
4.0,47,38557.074712
4.0,43,38557.396589
1.0,12,38557.497053
4.0,41,38562.11194
0.0,5,38562.152927
5.0,48,38562.509202
2.0,24,38562.694943
3.0,37,38567.187952
10.0,102,38567.92354
5.0,48,38573.64305
4.0,41,38573.964336
5.0,41,38574.308305
1.0,16,38574.400937
3.0,40,38574.665406
1.0,12,38574.760294
1.0,12,38574.862498
4.0,42,38575.171898
1.0,12,38575.299001
3.0,36,38580.156644
0.0,3,38580.185526
4.0,41,38580.519829
1.0,17,38580.668342
2.0,24,38580.819368
9.0,89,38585.81356
4.0,38,38586.112173
1.0,12,38586.243119
3.0,43,38590.512607
1.0,17,38590.624049
10.0,100,38595.48437
1.0,17,38595.609402
4.0,47,38595.976673
4.0,39,38600.349181
1.0,17,38600.483088
8.0,76,38601.057263
4.0,38,38605.999796
6.0,56,38606.393765
1.0,12,38606.485839
1.0,13,38606.601554
10.0,102,38611.894268
0.0,3,38611.920341
1.0,12,38612.001341
6.0,54,38616.536167
2.0,25,38616.725168
6.0,49,38617.343737
0.0,3,38617.367737
1.0,12,38617.453107
1.0,12,38617.574492
0.0,3,38617.613515
7.0,59,38618.072518
2.0,24,38622.206955
1.0,17,38622.351027
9.0,86,38622.986507
3.0,32,38627.559543
9.0,88,38628.261549
4.0,38,38633.334516
0.0,3,38633.360517
4.0,42,38633.669804
4.0,38,38633.958755
8.0,78,38638.975843
2.0,24,38639.166682
0.0,3,38639.192682
0.0,3,38639.230782
1.0,17,38639.354426
7.0,59,38644.076607
4.0,37,38644.366269
5.0,49,38644.722947
3.0,34,38648.984126
0.0,3,38649.009126
1.0,12,38649.118127
1.0,12,38649.222127
0.0,3,38649.269492
2.0,24,38649.453747
7.0,61,38654.03045
7.0,63,38654.542344
0.0,3,38654.56947
0.0,3,38654.597615
4.0,38,38654.963552
0.0,3,38654.992621
2.0,16,38659.451794
1.0,10,38659.507866
4.0,42,38659.744217
2.0,30,38659.953756
3.0,39,38660.292476
4.0,41,38660.674198
2.0,24,38665.249263
4.0,42,38665.557591
4.0,38,38665.85813
2.0,26,38666.068133
3.0,36,38670.173294
4.0,38,38670.436296
2.0,23,38670.628298
2.0,27,38670.841938
0.0,5,38670.88194
7.0,55,38675.216231
3.0,32,38675.451232
1.0,12,38675.550233
1.0,16,38675.686234
1.0,12,38675.766235
6.0,58,38680.220874
3.0,33,38680.446396
5.0,48,38680.8234
2.0,19,38685.432649
6.0,55,38685.843083
12.0,118,38691.269702
0.0,3,38691.297551
6.0,56,38691.721653
1.0,16,38695.988895
2.0,24,38696.148837
7.0,63,38696.614856
2.0,30,38696.842858
0.0,3,38696.871858
2.0,27,38701.133141
1.0,12,38701.255742
7.0,55,38701.695336
5.0,44,38702.058905
0.0,3,38702.089
0.0,3,38702.117996
1.0,12,38702.235237
9.0,88,38707.304885
4.0,38,38707.601414
6.0,62,38713.258294
1.0,17,38713.375295
1.0,13,38713.461296
9.0,89,38718.425693
3.0,28,38718.624051
4.0,42,38718.973054
3.0,38,38723.49455
1.0,12,38723.573552
2.0,24,38723.783551
0.0,3,38723.811551
1.0,16,38723.919581
0.0,3,38723.948582
0.0,3,38723.976032
8.0,76,38729.300037
2.0,30,38729.504039
0.0,3,38729.56004
1.0,17,38729.706698
2.0,24,38729.88973
11.0,113,38734.748707
3.0,32,38739.052149
0.0,3,38739.080565
4.0,46,38739.413898
4.0,48,38739.716837
1.0,9,38739.889938
4.0,46,38740.205244
1.0,12,38740.365123
0.0,3,38740.407574
4.0,42,38746.281739
11.0,113,38752.215277
0.0,3,38752.253277
4.0,38,38752.555382
0.0,3,38752.592452
2.0,30,38752.857812
0.0,5,38752.920971
3.0,28,38753.122508
7.0,59,38757.344721
1.0,17,38757.505848
1.0,17,38757.644849
7.0,59,38762.401148
4.0,38,38762.74879
5.0,45,38763.076935
1.0,13,38763.200846
1.0,16,38767.128205
7.0,59,38767.547209
2.0,24,38767.723209
6.0,59,38772.554781
1.0,11,38772.650851
4.0,47,38772.998326
1.0,12,38773.106822
1.0,15,38773.215575
5.0,47,38777.747692
0.0,3,38777.775692
6.0,55,38778.146768
7.0,55,38782.815387
5.0,44,38783.134835
2.0,25,38783.344476
0.0,1,38783.433477
2.0,29,38783.648146
1.0,12,38783.754147
1.0,12,38783.843148
5.0,49,38784.270681
1.0,17,38788.621419
1.0,12,38788.704421
4.0,41,38789.028321
3.0,36,38789.321389
1.0,12,38789.413281
1.0,12,38789.509281
3.0,37,38793.86942
6.0,53,38794.241234
4.0,37,38794.509822
4.0,43,38799.564095
1.0,12,38799.697095
2.0,30,38799.908097
9.0,88,38804.961057
3.0,30,38805.173724
0.0,5,38805.239726
2.0,30,38805.468801
5.0,53,38810.013779
6.0,57,38810.477599
3.0,34,38810.724041
2.0,24,38815.12481
1.0,16,38815.224872
4.0,39,38815.536489
6.0,57,38819.958569
0.0,3,38819.989572
4.0,42,38820.310144
1.0,10,38820.378275
0.0,3,38820.402346
3.0,36,38820.675271
0.0,3,38820.703254
3.0,36,38825.138817
3.0,42,38825.461283
1.0,10,38825.578232
10.0,95,38826.308326
3.0,35,38826.666427
4.0,49,38831.491244
4.0,43,38831.785567
2.0,29,38831.981569
5.0,43,38836.284454
2.0,24,38836.480865
2.0,30,38836.675144
0.0,3,38836.702242
0.0,3,38836.73813
2.0,24,38836.945201
0.0,3,38836.974273
5.0,47,38841.723825
4.0,42,38842.068828
0.0,3,38842.094828
7.0,59,38842.595896
3.0,33,38847.007214
3.0,37,38847.29136
0.0,3,38847.319666
0.0,3,38847.346739
8.0,76,38852.656731
3.0,28,38852.884733
0.0,3,38852.912735
1.0,12,38853.008734
0.0,3,38853.045734
1.0,12,38853.158735
0.0,3,38853.185735
0.0,3,38853.221736
0.0,3,38853.258736
2.0,20,38853.438751
7.0,64,38857.180057
4.0,38,38857.428059
2.0,24,38857.605605
1.0,16,38857.740009
4.0,49,38862.233915
5.0,52,38862.663821
0.0,3,38862.690896
4.0,38,38862.989597
0.0,3,38867.115475
0.0,2,38867.451634
0.0,5,38867.515073
1.0,12,38867.621685
6.0,54,38868.154891
1.0,12,38868.24289
5.0,53,38872.785277
0.0,5,38872.873736
1.0,15,38872.988029
0.0,3,38873.013047
4.0,46,38873.360961
4.0,42,38873.670021
7.0,64,38878.323014
3.0,37,38878.572515
0.0,3,38878.598587
3.0,31,38878.819558
1.0,12,38883.22233
7.0,64,38883.689181
2.0,24,38883.899278
0.0,3,38883.928758
5.0,49,38888.776484
4.0,47,38889.110838
4.0,41,38889.466815
1.0,17,38889.617887
3.0,28,38893.922673
2.0,24,38894.092746
4.0,44,38894.394632
4.0,45,38899.114472
2.0,20,38899.269998
1.0,12,38899.395324
0.0,3,38899.423324
4.0,42,38899.729216
7.0,64,38904.275374
4.0,42,38904.614377
3.0,34,38904.88839
1.0,12,38904.977391
0.0,5,38905.016338
8.0,70,38909.660559
3.0,28,38909.902846
0.0,3,38909.930846
0.0,3,38909.959641
4.0,36,38910.234531
6.0,50,38914.902407
1.0,17,38915.070892
6.0,50,38915.45961
3.0,32,38915.67846
3.0,33,38919.992214
5.0,43,38920.340742
3.0,32,38920.559824
2.0,25,38920.760525
1.0,12,38920.861057
0.0,3,38920.897207
4.0,37,38925.284517
5.0,48,38925.682672
1.0,12,38925.764744
0.0,3,38925.800744
4.0,39,38930.464043
2.0,24,38930.658235
0.0,5,38930.69671
3.0,28,38930.905617
2.0,25,38931.089689
1.0,13,38931.195765
10.0,100,38935.827547
0.0,5,38935.864873
2.0,30,38936.080309
5.0,40,38941.297536
2.0,24,38941.45161
2.0,20,38941.64924
1.0,12,38941.731692
7.0,59,38946.164587
1.0,17,38946.302386
3.0,34,38946.582768
6.0,53,38947.058049
2.0,26,38947.287995
1.0,17,38947.428584
4.0,48,38951.368647
2.0,29,38951.598547
2.0,20,38951.783224
6.0,54,38956.738042
1.0,12,38956.832116
4.0,41,38957.13879
1.0,13,38957.225793
4.0,41,38957.529095
5.0,48,38962.428841
0.0,3,38962.456841
6.0,55,38962.886935
4.0,47,38967.273426
7.0,59,38967.730148
3.0,38,38968.021367
2.0,24,38972.541948
2.0,30,38972.785758
2.0,29,38972.98983
2.0,24,38973.193236
4.0,37,38973.487365
5.0,48,38978.120176
1.0,12,38978.261196
1.0,13,38978.369199
4.0,41,38978.664481
0.0,5,38978.702554
1.0,17,38983.316324
0.0,3,38983.346156
2.0,20,38983.523337
6.0,50,38983.947298
0.0,5,38983.986375
4.0,42,38984.29535
2.0,24,38988.871684
1.0,12,38988.953518
3.0,38,38989.696176
4.0,42,38989.949671
0.0,5,38989.994745
1.0,12,38990.072746
4.0,41,38990.38045
1.0,12,38990.459919
1.0,17,38990.57192
1.0,17,38990.705877
5.0,49,38991.052289
3.0,32,38991.281554
3.0,36,38991.508557
6.0,58,38991.920545
1.0,12,38992.007118
1.0,17,38992.163169
1.0,16,38992.292169
6.0,53,38992.672689
1.0,12,38992.768856
1.0,17,38992.900182
5.0,49,38993.284307
4.0,41,38993.606612
1.0,12,38993.704683
2.0,24,38993.876392
3.0,42,38994.169695
4.0,38,38994.475502
2.0,28,38994.694882
1.0,12,38994.78275
3.0,36,38995.057399
0.0,5,38995.099399
1.0,17,38995.237807
4.0,41,38995.564873
1.0,12,38995.652372
5.0,48,38996.010257
5.0,49,38996.364464
1.0,17,38996.523263
4.0,38,38996.85967
5.0,48,38997.217324
5.0,47,38997.592002
1.0,17,38997.719352
1.0,12,38997.816128
1.0,12,38997.920228
3.0,36,38998.186405
4.0,47,38998.526408
3.0,36,38998.84141
5.0,52,38999.223202
1.0,16,38999.368713
2.0,20,38999.516174
5.0,48,38999.861158
4.0,41,39000.185599
1.0,12,39000.274671
1.0,12,39000.375865
5.0,47,39000.755365
1.0,17,39000.874438
4.0,47,39001.250097
2.0,24,39001.411619
2.0,24,39001.642018
3.0,36,39001.892945
1.0,12,39001.989559
2.0,20,39002.146975
1.0,17,39002.273047
1.0,12,39002.41905
5.0,48,39002.788124
3.0,36,39003.044126
4.0,39,39003.323128
4.0,43,39003.64064
3.0,41,39004.011658
4.0,42,39004.313715
1.0,12,39004.409788
5.0,48,39004.75239
3.0,42,39005.070549
3.0,32,39005.345618
1.0,12,39005.432619
5.0,48,39005.772269
3.0,32,39006.006312
1.0,13,39006.131385
3.0,36,39006.425898
1.0,12,39006.519899
3.0,36,39006.779529
5.0,48,39007.131602
1.0,12,39007.247977
2.0,19,39007.422687
1.0,12,39007.50855
4.0,42,39007.807071
1.0,12,39007.913018
0.0,5,39007.953317
5.0,47,39008.363458
2.0,24,39008.529528
1.0,17,39008.662604
4.0,39,39008.952204
4.0,42,39009.25236
4.0,37,39009.551212
2.0,24,39009.745214
4.0,41,39010.058362
1.0,17,39010.176363
1.0,17,39010.340364
2.0,23,39010.545805
3.0,33,39010.78555
5.0,49,39011.189627
1.0,12,39011.280354
3.0,36,39011.544747
1.0,16,39011.697277
6.0,53,39012.133948
1.0,12,39012.220949
1.0,17,39012.346021
4.0,42,39012.648433
3.0,32,39012.896709
1.0,12,39013.015782
1.0,12,39013.114166
1.0,17,39013.26024
5.0,48,39013.619101
3.0,36,39013.889103
5.0,48,39014.249079
1.0,12,39014.348672
1.0,12,39014.469673
3.0,38,39014.745026
1.0,12,39014.860994
3.0,36,39015.163896
3.0,38,39015.45652
2.0,24,39015.639318
1.0,12,39015.727528
2.0,24,39015.934266
1.0,12,39016.032114
2.0,29,39016.237286
3.0,36,39016.499286
1.0,17,39016.644432
4.0,37,39016.941429
5.0,48,39017.298226
6.0,53,39017.711954
1.0,12,39017.800955
2.0,20,39017.94838
3.0,36,39018.221743
5.0,48,39018.593333
1.0,12,39018.689334
2.0,25,39018.875335
3.0,36,39019.135337
4.0,41,39019.448401
1.0,12,39019.543402
5.0,49,39019.899405
2.0,25,39020.082556
3.0,32,39020.342674
2.0,20,39020.501676
5.0,48,39020.86195
1.0,12,39020.947952
1.0,17,39021.072952
1.0,13,39021.20808
1.0,12,39021.318078
1.0,12,39021.40785
5.0,49,39021.795946
1.0,12,39021.894828
1.0,13,39021.9949
3.0,36,39022.286522
3.0,38,39022.591979
5.0,48,39022.925579
1.0,12,39023.02958
1.0,12,39023.137181
7.0,56,39023.561919
1.0,12,39023.657919
4.0,41,39023.969993
1.0,13,39024.071994
1.0,10,39024.144994
3.0,28,39024.391136
2.0,24,39024.574214
5.0,48,39024.948318
5.0,49,39025.329339
1.0,13,39025.430341
6.0,53,39025.826809
3.0,36,39026.086781
1.0,12,39026.208022
4.0,38,39026.510922
1.0,13,39026.605363
3.0,36,39026.880367
3.0,36,39027.133587
6.0,58,39027.606759
1.0,12,39027.70376
3.0,42,39028.005148
3.0,36,39028.326023
2.0,29,39028.566394
1.0,12,39028.664472
5.0,48,39029.055366
1.0,12,39029.143366
2.0,24,39029.358132
1.0,12,39029.455766
1.0,16,39029.580296
1.0,17,39029.721737
6.0,54,39030.126429
1.0,16,39030.273482
1.0,12,39030.366266
2.0,24,39030.561496
5.0,44,39030.913752
1.0,12,39031.011403
3.0,32,39031.25192
1.0,12,39031.356498
2.0,23,39031.523899
1.0,17,39031.653403
5.0,48,39032.013056
2.0,23,39032.230057
3.0,32,39032.459059
4.0,42,39032.798437
5.0,48,39033.160117
3.0,34,39033.420183
3.0,41,39033.733706
5.0,44,39034.073586
1.0,17,39034.194584
5.0,48,39034.560133
2.0,30,39034.80553
3.0,36,39035.094529
3.0,38,39035.389875
3.0,36,39035.659313
6.0,58,39036.148552
0.0,5,39036.18863
2.0,24,39036.381973
1.0,12,39036.469974
5.0,49,39036.837706
2.0,25,39037.069514
1.0,12,39037.157591
4.0,41,39037.486229
5.0,53,39037.866935
1.0,12,39037.977102
4.0,44,39038.316704
2.0,20,39038.473562
4.0,41,39038.789766
1.0,12,39038.884093
1.0,17,39039.023425
1.0,18,39039.175427
1.0,17,39039.294106
1.0,16,39039.461876
4.0,37,39039.738735
5.0,48,39040.115623
3.0,32,39040.360056
1.0,13,39040.477405
3.0,36,39040.802096
4.0,47,39041.160389
1.0,12,39041.259117
5.0,52,39041.645815
2.0,25,39041.902882
7.0,59,39046.610521
2.0,24,39046.792403
6.0,57,39047.265695
2.0,30,39051.792614
2.0,30,39052.007686
10.0,101,39056.776258
3.0,37,39057.021874
1.0,15,39057.120876
0.0,3,39057.147854
1.0,12,39057.238859
9.0,88,39061.776732
3.0,28,39062.013372
1.0,12,39062.11248
2.0,23,39062.315068
4.0,42,39066.761709
7.0,59,39067.188722
2.0,24,39067.366898
4.0,39,39071.964221
3.0,40,39072.25729
0.0,3,39072.304363
10.0,101,39077.327094
4.0,42,39077.637954
2.0,20,39077.791016
1.0,15,39077.899017
1.0,17,39082.307515
2.0,24,39082.513944
1.0,16,39082.650313
1.0,9,39082.874388
4.0,39,39083.135375
0.0,5,39083.169446
4.0,41,39083.561453
2.0,20,39083.703059
2.0,19,39083.842449
2.0,20,39088.096466
1.0,17,39088.214537
8.0,72,39088.802629
2.0,24,39093.794437
1.0,17,39093.936909
3.0,32,39094.16327
1.0,13,39094.258044
6.0,57,39094.722633
0.0,3,39094.751634
3.0,28,39098.972298
0.0,3,39098.999299
4.0,42,39099.296301
12.0,118,39104.23152
4.0,40,39104.513547
2.0,20,39104.646548
1.0,12,39108.878816
1.0,16,39109.030418
5.0,44,39109.418593
0.0,3,39109.455593
4.0,37,39109.710626
4.0,42,39113.957776
4.0,39,39114.284496
2.0,20,39114.423496
1.0,10,39114.502498
1.0,17,39114.630571
5.0,44,39119.04108
3.0,35,39119.328113
9.0,88,39124.403008
3.0,30,39124.604536
0.0,1,39124.635537
1.0,12,39124.722569
4.0,42,39124.961573
1.0,12,39125.076572
1.0,12,39125.148644
5.0,48,39125.547056
5.0,47,39129.971434
0.0,3,39129.998435
8.0,78,39130.546171
5.0,48,39135.19624
4.0,35,39135.436075
5.0,56,39135.878783
1.0,17,39135.994784
7.0,55,39140.671318
5.0,44,39140.975321
2.0,25,39141.192406
3.0,38,39145.563653
4.0,47,39145.866655
6.0,57,39146.308725
6.0,54,39151.419614
2.0,31,39151.72693
3.0,42,39152.022516
1.0,18,39156.76905
6.0,57,39157.222142
3.0,33,39157.470138
5.0,48,39162.726739
4.0,42,39163.006169
1.0,16,39163.171557
6.0,54,39167.80169
0.0,1,39167.968786
1.0,12,39168.053859
1.0,13,39168.214696
0.0,3,39168.241396
7.0,55,39168.629725
2.0,20,39168.787726
3.0,36,39173.605296
0.0,3,39173.633367
2.0,24,39173.794581
7.0,59,39174.225614
2.0,24,39178.882545
1.0,17,39179.034613
2.0,24,39179.178404
1.0,13,39179.281708
4.0,37,39179.558777
4.0,38,39184.035335
4.0,44,39184.393857
2.0,24,39184.547858
3.0,35,39184.839057
4.0,41,39189.801876
2.0,20,39189.943877
3.0,41,39190.210731
1.0,12,39190.301731
2.0,30,39190.532806
1.0,12,39195.057241
11.0,113,39195.843154
1.0,12,39200.19089
0.0,3,39200.220253
0.0,3,39200.248891
8.0,78,39200.885807
4.0,38,39201.198838
6.0,55,39205.771795
2.0,24,39205.931761
0.0,5,39205.969763
0.0,1,39206.383837
1.0,12,39206.473911
2.0,24,39206.630355
1.0,12,39206.747644
0.0,5,39211.198171
4.0,41,39211.502527
4.0,37,39211.800096
1.0,12,39211.907237
1.0,17,39212.028176
1.0,12,39212.125252
9.0,89,39216.543044
1.0,10,39216.625044
4.0,42,39222.083408
3.0,28,39222.286759
1.0,17,39222.430352
7.0,55,39222.880008
5.0,45,39226.795352
4.0,47,39227.103385
1.0,12,39227.196386
1.0,18,39227.349247
9.0,89,39232.616898
4.0,38,39232.913399
3.0,37,39237.421603
1.0,12,39237.537603
1.0,16,39237.653566
9.0,89,39238.313456
1.0,12,39243.121432
5.0,48,39243.51924
2.0,24,39243.683022
3.0,43,39244.003872
7.0,63,39249.12347
0.0,3,39249.150983
1.0,12,39249.246532
0.0,3,39249.274606
0.0,2,39249.506384
2.0,24,39249.669464
1.0,12,39249.747165
6.0,54,39250.188392
1.0,12,39254.695652
1.0,16,39254.835678
5.0,40,39255.144018
0.0,3,39255.173018
2.0,24,39255.379567
1.0,12,39255.473012
2.0,24,39255.653515
2.0,20,39260.176693
1.0,12,39260.269059
0.0,3,39260.296134
1.0,12,39260.388642
4.0,45,39260.714571
10.0,100,39265.74926
4.0,40,39266.086254
4.0,39,39270.198548
4.0,49,39270.561642
2.0,25,39270.732713
4.0,41,39274.991626
3.0,37,39275.258319
4.0,38,39275.548273
4.0,47,39275.889224
3.0,38,39280.137634
7.0,55,39280.58668
3.0,32,39280.858879
2.0,25,39285.155492
5.0,44,39285.522666
0.0,3,39285.551666
4.0,41,39285.856764
4.0,37,39290.351371
5.0,43,39290.633621
2.0,18,39290.989471
3.0,38,39291.352325
7.0,59,39296.135933
2.0,24,39296.306692
1.0,13,39296.395767
1.0,10,39296.460927
2.0,26,39296.655931
5.0,51,39300.898018
2.0,20,39301.030018
1.0,15,39301.135212
7.0,61,39306.091608
0.0,3,39306.118756
2.0,29,39306.339545
5.0,42,39306.663759
2.0,28,39306.905392
7.0,57,39311.879139
2.0,25,39312.05514
7.0,59,39312.501315
3.0,38,39316.925016
2.0,20,39317.094017
3.0,34,39317.368019
1.0,13,39317.466022
2.0,29,39321.645729
1.0,12,39321.743729
3.0,33,39322.003437
3.0,37,39322.274494
0.0,3,39322.303494
3.0,36,39322.630344
2.0,18,39326.59566
1.0,12,39326.69166
5.0,49,39327.010977
0.0,5,39327.054979
0.0,4,39333.407056
2.0,12,39333.517933
5.0,48,39333.857051
1.0,12,39333.946377
1.0,16,39334.072968
11.0,112,39339.442074
2.0,24,39339.626935
1.0,17,39339.751936
0.0,3,39339.780031
4.0,47,39344.427933
7.0,59,39344.880205
3.0,37,39349.560156
4.0,38,39349.820319
0.0,3,39349.845806
5.0,48,39350.199893
10.0,100,39355.129955
4.0,38,39355.41101
1.0,11,39355.488076
6.0,52,39360.24713
3.0,41,39360.551776
9.0,88,39365.576705
3.0,33,39365.825009
5.0,49,39366.164848
0.0,3,39366.192923
1.0,13,39370.707872
2.0,24,39370.91328
6.0,58,39371.357953
1.0,12,39371.452069
4.0,42,39376.247457
1.0,12,39376.345791
0.0,1,39376.407232
9.0,88,39376.951409
1.0,12,39377.0857
3.0,42,39377.419241
5.0,48,39381.967131
7.0,59,39382.385966
0.0,5,39382.426041
2.0,20,39382.590239
4.0,39,39382.897247
1.0,18,39387.137758
7.0,64,39387.622769
3.0,33,39387.860155
4.0,42,39392.520587
4.0,46,39392.864207
3.0,39,39393.155191
6.0,57,39397.557669
5.0,44,39397.870392
4.0,48,39402.705215
5.0,49,39403.066383
0.0,3,39403.094872
7.0,59,39403.522944
3.0,28,39408.694364
5.0,49,39409.085668
4.0,42,39409.394755
4.0,47,39413.572261
7.0,63,39414.117651
3.0,43,39418.638626
1.0,16,39418.804627
4.0,38,39419.06563
0.0,5,39419.14063
2.0,24,39419.332246
1.0,12,39419.442247
3.0,41,39419.756249
2.0,24,39419.929947
1.0,12,39420.027162
4.0,41,39424.816339
7.0,55,39425.231764
5.0,48,39429.588346
